Article,Journal
9712173,Phys.Lett.
206003,JHEP
9710128,Phys.Rev.
6135,JHEP
9707044,Class.Quant.Grav.
11123,Lett.Math.Phys.
9609079,Nucl.Phys.
206221,Phys.Lett.
9611113,Phys.Lett.
9806124,Phys.Lett.
9805141,Nucl.Phys.
9310089,Int.J.Mod.Phys.
11185,Int.J.Mod.Phys.
9305166,Nucl.Phys.
9809002,Phys.Rev.
205191,Phys.Rev.
7131,Nucl.Phys.
9808069,Nucl.Phys.
9208079,Phys.
11177,Phys.Lett.
9612238,Phys.Lett.
9907143,J.Phys.
9708112,Int.J.Mod.Phys.
9503143,Nucl.
9204052,Nucl.Phys.
109064,JHEP
9706176,Int.J.Mod.Phys.
205216,Phys.Lett.
9410114,Nucl.
9309130,Phys.Lett.
9906089,J.Phys.
9307106,Phys.
205253,JHEP
9807035,Phys.Rev.
203073,Nucl.Phys.
211025,JHEP
202158,Phys.Lett.
212135,Nucl.Phys.
9708025,Int.J.Mod.Phys.
9409117,Theor.Math.Phys.
9401143,Phys.Rev.
9709203,Nucl.Phys.
9402063,J.Geom.Phys.
9902066,Class.Quant.Grav.
9812231,Prog.Theor.Phys.
9512016,Nucl.Phys.Proc.Suppl.
104210,Eur.Phys.J.
104097,JHEP
9404063,Nucl.Phys.
204103,JHEP
9302065,J.Math.Phys.
110105,Commun.Math.Phys.
201236,Fortsch.Phys.
9811010,Phys.Rev.
9305163,Phys.Rev.
9911147,Class.Quant.Grav.
101075,Phys.Rev.
207053,Phys.Lett.
9808045,Nucl.Phys.
2142,Lett.Math.Phys.
206111,Phys.Lett.
203090,Phys.Lett.
9507041,Nucl.
9303030,Phys.Lett.
303247,JHEP
112187,Nucl.Phys.
9210160,Phys.Rev.
9602089,Commun.Math.Phys.
9806137,Phys.Lett.
9904085,Class.Quant.Grav.
9410140,Nucl.
9406033,Phys.Lett.
110238,Class.Quant.Grav.
9305066,Nucl.Phys.
9806067,Mod.Phys.Lett.
9909119,Nucl.Phys.
211281,JHEP
110292,J.Math.Phys.
102134,Mod.Phys.Lett.
9805160,Nucl.Phys.
9509157,Int.J.Theor.Phys.
9607036,Int.J.Mod.Phys.
9812060,Phys.Rev.
9410226,Lett.Math.Phys.
9910004,Nucl.Phys.
9408091,Phys.Lett.
9510199,Nucl.Phys.
9911103,Int.J.Mod.Phys.
9706134,Phys.Lett.
102064,Mod.Phys.Lett.
9906009,Phys.Rev.
9807164,Phys.Rev.
9607210,Nucl.Phys.
9709154,Annals
204154,Nucl.Phys.
9901154,JHEP
9811025,Nucl.Phys.
9604198,J.Geom.Phys.
9704177,Nucl.Phys.
9911102,Int.J.Mod.Phys.
9608180,Nucl.Phys.
9404158,Z.Phys.
9704029,Phys.Rev.
208179,JHEP
9706186,Phys.Lett.
9905103,Commun.Math.Phys.
9811119,Phys.Rev.
103188,JHEP
105101,Phys.Rev.
9905101,Int.J.Mod.Phys.
106159,JHEP
12096,Nucl.Phys.
9605076,Nuovo
9708089,Nucl.Phys.
9706029,J.Math.Phys.
9710180,Phys.Rev.
9701118,Nucl.Phys.
3134,Phys.Lett.
112131,JHEP
106185,Phys.Rev.
9309026,Mod.
9503031,Mod.Phys.Lett.
9307101,Phys.Lett.
9610161,J.Phys.
9810132,Nucl.Phys.
9210070,J.Math.Phys.
9603106,Phys.Rev.
9406162,Phys.Rev.
9402150,Phys.Lett.
9304134,Nucl.Phys.
105005,Nucl.Phys.
9906207,J.Math.Phys.
9411149,Nucl.Phys.
112178,Phys.Rev.
9412131,Nucl.Phys.Proc.Suppl.
9705202,Nucl.Phys.
9205003,Lett.Math.Phys.
12018,JHEP
9805217,JHEP
4180,Phys.Lett.
9904188,Nucl.Phys.
9311050,Phys.Rev.
9805183,Phys.Rev.
9907048,Phys.Rev.
9710142,Phys.Lett.
9311117,Int.
112160,Nucl.Phys.
9409019,Phys.Rev.
9904183,Nucl.Phys.
9707092,Phys.Rev.
9610236,Phys.Lett.
9912243,Phys.Rev.Lett.
9712031,Mod.Phys.Lett.
9808140,Nucl.Phys.
9410095,Phys.Rev.
9211034,Mod.Phys.Lett.
9905209,JHEP
9609139,Phys.Rev.
2126,JHEP
204140,Phys.Rev.
106242,JHEP
207035,Phys.Rev.
9512149,Nucl.Phys.
9705169,Nucl.Phys.
9412182,Phys.Rev.
9410091,Int.J.Mod.Phys.
5043,Int.J.Mod.Phys.
9504097,Nucl.
9803197,Phys.Rev.
9306062,J.Math.Phys.
9309120,J.Phys.
11137,J.Math.Phys.
9707184,Phys.Lett.
9410117,Phys.Rev.
9203019,Mod.
3291,JHEP
9411093,Int.J.Mod.Phys.
9212057,Int.J.Mod.Phys.
9707247,Phys.Lett.
9302089,Phys.Lett.
9706170,Phys.Lett.
9606067,Phys.Lett.
9702015,Phys.Rev.
9612183,Phys.Rev.
9707188,Phys.Lett.
9406155,Phys.Lett.
9203043,Nucl.
107092,Nucl.Phys.
201041,JHEP
6248,Phys.Lett.
9605053,Nucl.Phys.
202181,Phys.Lett.
103094,Phys.Lett.
9311016,Mod.Phys.Lett.
9706113,Mod.Phys.Lett.
9711054,Phys.Lett.
9712058,Phys.Lett.
207054,Prog.Theor.Phys.
9704205,Nucl.Phys.Proc.Suppl.
9802043,Nucl.Phys.
9908001,Nucl.Phys.
201154,Eur.Phys.J.
9408066,Mod.Phys.Lett.
112199,Phys.Lett.
9501066,Phys.Rev.
9210133,Annals
9705240,Nucl.Phys.
9603087,Phys.Lett.
11168,Prog.Theor.Phys.
110035,JHEP
105288,Phys.Lett.
9311052,Int.
9404064,Class.Quant.Grav.
9602005,Mod.Phys.Lett.
9611105,Nucl.Phys.
111241,Fortsch.Phys.
9308115,Mod.
9604178,Nucl.Phys.
109196,Nucl.Phys.
204033,Phys.Rev.
109173,Phys.Rev.
9804168,Mod.Phys.Lett.
9407168,Phys.Rev.
205016,Phys.Lett.
9302001,Nucl.Phys.
205272,Phys.Rev.
108131,Phys.Lett.
102075,Phys.Lett.
3087,Phys.Lett.
9511206,J.Math.Phys.
9508169,J.Phys.
9612179,Nucl.Phys.Proc.Suppl.
9908064,Nucl.Phys.
3037,JHEP
9510082,Nucl.Phys.
9505064,Class.Quant.Grav.
9703049,Nucl.Phys.
9911164,Phys.Lett.
9403117,Nucl.Phys.
104052,J.Math.Phys.
3242,JHEP
9609126,Nucl.Phys.
9912270,Nucl.Phys.
9404174,Nucl.Phys.
9809134,Phys.Rev.
9610234,J.Geom.Phys.
9911218,Nucl.Phys.
9602129,Phys.Lett.
9904016,Phys.Rev.
9304063,Commun.Math.Phys.
9405180,Mod.Phys.Lett.
9906206,JHEP
2210,Phys.Lett.
9409090,Lett.Math.Phys.
9712022,Phys.Lett.
9503155,Phys.Lett.
9611062,Int.J.Mod.Phys.
9505104,Phys.
9305129,Mod.
9189,JHEP
105077,Phys.Rev.
9706050,Phys.Lett.
105272,Nucl.
9906002,Phys.Lett.
209106,Phys.Rev.
207271,Int.J.Mod.Phys.
8089,Phys.Lett.
9605099,Nucl.Phys.
9712139,Nucl.Phys.
9907069,Phys.Lett.
9704006,Nucl.Phys.
9412072,Phys.Rev.Lett.
9209107,Nucl.Phys.
9801186,Int.J.Mod.Phys.
102201,JHEP
9502153,Phys.Rev.
9710183,Mod.Phys.Lett.
9710002,J.Math.Phys.
111034,JHEP
9412004,Nucl.Phys.
109163,Annals
9306018,Nucl.Phys.
9705161,Nucl.Phys.
9509058,Prog.Theor.Phys.
9707261,Nucl.Phys.Proc.Suppl.
9503232,Phys.Lett.
9412185,J.Geom.Phys.
12013,Phys.Lett.
9712250,Mod.Phys.Lett.
9712050,Nucl.Phys.
9403122,Int.J.Mod.Phys.
9709216,J.Math.Phys.
9610024,Mod.Phys.Lett.
9503047,Int.
9602063,Phys.Rev.
101164,JHEP
9704002,Class.Quant.Grav.
9410182,Phys.
9607126,Phys.Lett.
9508094,Nucl.Phys.
9203028,Mod.
301004,J.Phys.
4030,Phys.Lett.
9704185,Nucl.Phys.
9908180,Class.Quant.Grav.
9509146,Phys.Lett.
9603185,J.Math.Phys.
7052,JHEP
9411191,Nucl.Phys.
9410005,Int.J.Mod.Phys.
9602080,Nucl.Phys.
9407125,Phys.Rev.
9603123,Phys.Lett.
9501041,Phys.Rev.
9411115,J.Phys.
101101,Prog.Theor.Phys.
110252,Nucl.Phys.
9906164,Phys.Lett.
9610148,Nucl.Phys.
9306123,Phys.Lett.
9810217,J.Phys.
102060,Lett.Math.Phys.
9607113,Nucl.Phys.
110090,J.Phys.
103168,JHEP
9810155,Nucl.Phys.
9501026,J.Math.Phys.
9605025,Prog.Theor.Phys.
9811099,Phys.Lett.
9709155,Phys.Rev.
9705145,Mod.Phys.Lett.
9907080,Phys.Lett.
103074,J.Math.Phys.
7102,Annals
11172,Phys.Lett.
9606062,Phys.Lett.
9505095,Mod.Phys.Lett.
201147,Annals
7004,Nucl.Phys.
9904141,Nucl.Phys.
107083,Nucl.Phys.Proc.Suppl.
9912032,Phys.Lett.
9802069,Phys.Lett.
9912025,JHEP
3133,Mod.Phys.Lett.
209163,JHEP
9309047,Int.
6119,Nucl.Phys.
9909026,J.Math.Phys.
1066,JHEP
9205021,Phys.Rev.
8008,JHEP
107115,JHEP
9307119,J.Math.Phys.
9505136,Phys.
9303051,Phys.
102167,Mod.Phys.Lett.
3155,Commun.Math.Phys.
9602155,Phys.Lett.
9408023,Phys.Rev.
9903239,Int.J.Mod.Phys.
110192,Phys.Lett.
204052,Phys.Rev.
9812245,Phys.Rev.
9309094,Nucl.
9212104,Nucl.Phys.
207191,Phys.Rev.
9903086,Mod.Phys.Lett.
111041,Phys.Lett.
9806209,Mod.Phys.Lett.
9911186,Phys.Rev.
9603081,Int.J.Mod.Phys.
203070,JHEP
4080,JHEP
3277,Phys.Lett.
9086,J.Math.Phys.
9305186,Mod.
9706120,J.Math.Phys.
9610016,Nucl.Phys.
9603021,Class.Quant.Grav.
9711196,Mod.Phys.Lett.
203140,Phys.Rev.
9206049,Phys.Lett.
206136,Phys.Rev.
9702159,Nucl.Phys.
106068,JHEP
9408029,Int.J.Mod.Phys.
9807219,J.Phys.
6015,Class.Quant.Grav.
9802090,Nucl.Phys.
9601122,Nucl.Phys.
9409130,Int.J.Mod.Phys.
9904029,Phys.Rev.
9605058,Phys.Lett.
9902183,Phys.Rev.
9401110,Phys.Lett.
9905211,JHEP
9309124,Nucl.Phys.
110205,Phys.Rev.
9207002,Phys.Rev.
9906200,JHEP
3160,JHEP
9909145,J.Phys.
103229,JHEP
11046,JHEP
106125,Int.J.Mod.Phys.
9609004,Mod.Phys.Lett.
10121,Phys.Lett.
9404060,Nucl.Phys.
10013,J.Phys.
9909057,Phys.
9604045,J.Phys.
1060,Phys.Rev.
210037,Phys.Lett.
3284,Phys.Lett.
3164,J.Math.Phys.
9312125,Mod.Phys.Lett.
103061,Phys.Rev.
9811087,Prog.Theor.Phys.
9308077,Phys.Rev.
9210088,Mod.Phys.Lett.
9408105,J.Phys.
109143,Phys.Lett.
9207050,Phys.Rev.
9201016,Phys.Lett.
102035,Phys.Rev.
9308012,Prog.Theor.Phys.
9410233,Phys.
208166,Phys.Rev.
9807147,Phys.Rev.
9809045,Phys.Rev.
9809018,Phys.Lett.
9609015,Phys.Rev.
9409194,Mod.
9205061,Phys.Rev.
9511080,Phys.Lett.
9307074,Nucl.Phys.
9204094,Nucl.Phys.
9704127,Phys.Rev.
112079,Phys.Lett.
9506072,Mod.Phys.Lett.
9806158,JHEP
9808181,Phys.Lett.
11113,Phys.Rev.
12085,J.Phys.
303037,Commun.Math.Phys.
9707053,Mod.Phys.Lett.
9905114,Phys.Rev.Lett.
107098,Phys.Rev.
208013,JHEP
7019,JHEP
105079,Nucl.Phys.
3215,JHEP
9201058,Phys.Rev.Lett.
112238,Nucl.Phys.
108094,JHEP
9212134,Mod.
2058,Phys.Rev.
9909052,Int.J.Mod.Phys.
9603195,Phys.Rev.Lett.
9241,Eur.Phys.J.
9206027,Nucl.Phys.
9501139,Z.Phys.
5001,Phys.Rev.
9511145,Phys.Lett.
9512040,Phys.Lett.
9604186,Class.Quant.Grav.
9306091,Mod.Phys.Lett.
105283,Mod.Phys.Lett.
9707072,Int.J.Mod.Phys.
104166,Phys.Rev.
9211121,Nucl.
9702187,Nucl.Phys.
106193,Phys.Rev.
9812119,Phys.Rev.
9504081,Nucl.Phys.
9206062,Phys.Rev.
9604164,Phys.Lett.
9709014,Nucl.Phys.
9211014,Mod.Phys.Lett.
204200,JHEP
108149,Nucl.Phys.
201005,Phys.Lett.
9704064,Annals
9507034,Int.J.Mod.Phys.
9910220,J.Math.Phys.
5004,Phys.Rev.
8214,Phys.Lett.
9710048,Commun.Math.Phys.
9911203,Phys.Lett.
11010,Phys.Lett.
9071,Phys.Lett.
102069,Theor.Math.Phys.
9206010,Phys.Lett.
107048,Phys.Lett.
9703134,Nucl.Phys.
9805014,Phys.Lett.
9301123,Int.
9512221,Int.J.Mod.Phys.
9405183,J.Math.Phys.
9512152,Nucl.Phys.
112207,Phys.Rev.
9602027,Annals
9811124,Int.J.Mod.Phys.
9412087,Phys.Rev.
9812092,Phys.Lett.
9204025,Phys.Rev.
9412165,Phys.Lett.
204004,JHEP
9906056,JHEP
11238,Phys.Lett.
5283,Nucl.Phys.
9903099,Fortsch.Phys.
9606161,Nucl.Phys.
9309022,Nucl.Phys.
9207068,Phys.Lett.
12104,Nucl.Phys.
9209022,Phys.
203039,Phys.Rev.
9806040,J.Geom.Phys.
9611191,Lett.Math.Phys.
9803083,Phys.Lett.
201106,Fortsch.Phys.
205305,Mod.Phys.Lett.
9708042,Nucl.Phys.
9904005,Fortsch.Phys.
9510242,Phys.Lett.
9307166,Nucl.Phys.
9305085,J.Phys.
4069,Mod.Phys.Lett.
202171,JHEP
106211,Nucl.Phys.
203075,Theor.Math.Phys.
9501038,Nucl.
9809097,Phys.Lett.
9512090,J.Phys.
9305004,Phys.Rev.Lett.
9903229,Phys.Rev.
9403036,J.Geom.Phys.
203018,Phys.Lett.
9512175,Nucl.Phys.Proc.Suppl.
9036,J.Phys.
9706187,Phys.Rev.
9601050,Mod.Phys.Lett.
9312060,J.Phys.
9905048,JHEP
2104,JHEP
9503079,Nucl.
101231,Nucl.Phys.
9204075,Int.
9607203,Class.Quant.Grav.
9411155,Mod.
9512003,Class.Quant.Grav.
9805013,Phys.Lett.
209156,JHEP
10247,JHEP
108053,Phys.Rev.
9902012,Nucl.Phys.
9605145,Phys.Lett.
9702090,J.Phys.
9904132,J.Math.Phys.
9509129,Phys.Rev.
9711104,Phys.Lett.
9910170,Class.Quant.Grav.
205041,Phys.Rev.
9504158,Int.
9610142,Nucl.Phys.
9510117,Phys.Lett.
9903113,Commun.Math.Phys.
9910047,Mod.Phys.Lett.
11078,Nucl.Phys.Proc.Suppl.
201244,Phys.Rev.
205295,Nucl.Phys.
9609062,Nucl.Phys.
9204054,J.Phys.
9603028,Phys.Lett.
5185,Phys.Lett.
9803211,Int.J.Mod.Phys.
9510022,Phys.Lett.
9508003,J.Geom.Phys.
9804031,Phys.Lett.
9408058,Int.J.Mod.Phys.
102113,Phys.Rev.
9208059,Nucl.Phys.
4060,Nucl.Phys.
9311015,Nucl.Phys.
9708140,Nucl.Phys.
9908088,JHEP
9612126,JHEP
9407096,Mod.Phys.Lett.
1089,Nucl.Phys.
3141,Phys.Lett.
9706124,Phys.Lett.
9511168,Nucl.Phys.
9602051,Phys.Rev.Lett.
9706088,Phys.Lett.
9609017,Commun.Math.Phys.
9502040,J.Phys.
9230,Eur.Phys.J.
205078,JHEP
9708003,Phys.Lett.
9604033,Class.Quant.Grav.
9804047,Phys.Rev.
107033,J.Math.Phys.
202060,Phys.Rev.Lett.
9204084,Mod.
9508035,J.Phys.
9607201,Nucl.Phys.Proc.Suppl.
9403137,Phys.Rev.
9502017,J.Math.Phys.
9801207,Phys.Rev.
9912009,Nucl.Phys.
9607121,Nucl.Phys.
9510212,Phys.Rev.
201104,Nucl.Phys.Proc.Suppl.
9401075,Phys.Rev.
9404108,Phys.Lett.
9407130,Phys.Lett.
9410050,Phys.Rev.
1176,Nucl.Phys.Proc.Suppl.
9812209,Adv.Theor.Math.Phys.
9301111,Commun.Math.Phys.
9210058,Int.
9408031,Int.J.Mod.Phys.
4175,Int.J.Mod.Phys.
8205,Nucl.Phys.
9701148,Nucl.Phys.
9603094,Nucl.Phys.
9612067,Nucl.Phys.
104121,Class.Quant.Grav.
9903120,JHEP
10028,Phys.Lett.
201271,Phys.Lett.
112071,Class.Quant.Grav.
9912100,Phys.Lett.
9703214,Phys.Lett.
9609077,Nucl.Phys.
10115,JHEP
9412133,Mod.
9403105,Commun.Math.Phys.
9610224,Nucl.Phys.
9059,Phys.Rev.
9507112,Nucl.Phys.
9804159,Phys.Lett.
204124,Nucl.Phys.
9604053,Int.J.Mod.Phys.
9503141,Commun.Math.Phys.
9910104,J.Math.Phys.
9609161,Phys.Lett.
112235,Nucl.Phys.
9302044,J.Math.Phys.
9305093,Phys.Rev.Lett.
9303117,Phys.Rev.
9410231,Int.J.Mod.Phys.
9603055,Phys.Rev.
9205001,Mod.
9707228,Nucl.Phys.Proc.Suppl.
9803001,Eur.Phys.J.
9501123,Phys.
9711002,Nucl.Phys.Proc.Suppl.
211292,Nucl.Phys.
9113,Phys.Rev.
9909060,Prog.Theor.Phys.
9309036,Lett.Math.Phys.
9410203,J.Phys.
9511102,J.Phys.
9811030,Int.J.Mod.Phys.
104249,Nucl.Phys.Proc.Suppl.
9301059,Annals
9205091,Phys.Rev.
9301046,Phys.Lett.
110138,Mod.Phys.Lett.
9211086,Int.
9910102,Nucl.Phys.
9906087,JHEP
112251,Nucl.Phys.
9712171,Acta
211039,JHEP
9806159,JHEP
105038,JHEP
9404097,J.Math.Phys.
9601061,Prog.Theor.Phys.
9906161,Nucl.Phys.
12029,Fortsch.Phys.
9605138,Annals
4004,Phys.Lett.
9807173,Nucl.Phys.
9807238,Mod.Phys.Lett.
208092,JHEP
110092,JHEP
9603154,Class.Quant.Grav.
9907203,Nucl.Phys.
9803042,Nucl.Phys.
102104,Phys.Lett.
211024,Phys.Rev.
104177,Phys.Rev.
9606158,Phys.Lett.
9310159,Phys.Rev.
9512092,Int.J.Mod.Phys.
9408087,Mod.Phys.Lett.
112254,Phys.Rev.
9902132,Nucl.Phys.
2202,JHEP
5268,Nucl.Phys.
9808099,Phys.Rev.
9511041,Phys.Lett.
2031,Phys.Lett.
9906222,Phys.Lett.
9212070,Nucl.
9905127,Phys.Rev.
9307075,Phys.
9302035,Commun.Math.Phys.
111229,JHEP
9506211,Phys.Lett.
9208056,Phys.Lett.
9806129,Phys.Lett.
9207114,Phys.Lett.
9301036,Phys.Lett.
9709137,Phys.Rev.
9312059,Annals
9404045,Phys.Rev.
7023,Eur.Phys.J.
9710066,Phys.Lett.
104039,JHEP
9609237,Nucl.Phys.
9503134,Phys.
9804170,JHEP
9907208,Phys.Lett.
8082,JHEP
7055,Phys.Lett.
205269,Eur.Phys.J.
9805154,Nucl.Phys.
9410221,Phys.Rev.
9197,Nucl.Phys.
9701091,Nucl.Phys.
9023,Phys.Lett.
9506187,Phys.Rev.
9905032,JHEP
211181,Nucl.
204076,J.Phys.
9502044,Annals
9707139,Phys.Lett.
9408174,Nucl.Phys.Proc.Suppl.
9711045,Commun.Math.Phys.
9502128,J.Math.Phys.
110065,Eur.Phys.J.
108240,Phys.Rev.
9806018,JHEP
9211133,Int.J.Mod.Phys.
105255,Nucl.Phys.
9702002,Int.J.Mod.Phys.
9412065,Phys.Rev.
209265,JHEP
9411047,Nucl.Phys.
110209,Phys.Rev.
9501050,Mod.
206148,Class.Quant.Grav.
8066,Nucl.Phys.
9504008,Phys.
4063,Nucl.Phys.
9301095,Phys.Rev.
107029,JHEP
205154,JHEP
9906138,Phys.Lett.
9805150,Phys.Lett.
106277,Int.J.Theor.Phys.
207251,Phys.Rev.
9311092,Phys.Rev.Lett.
9705114,Mod.Phys.Lett.
9707102,Phys.Rev.
9203052,Phys.Rev.Lett.
9508144,Nucl.Phys.
204009,Phys.Lett.
9210015,Nucl.Phys.
204260,Phys.Rev.
211118,Nucl.Phys.
9910050,Phys.Rev.
108150,JHEP
107198,Phys.Rev.
9410054,Nucl.Phys.
9703149,Mod.Phys.Lett.
112078,Phys.Lett.
110009,Int.J.Mod.Phys.
9506164,Mod.
9803240,Prog.Theor.Phys.
9306072,Int.
9703012,Class.Quant.Grav.
9231,Phys.Lett.
5055,Phys.Rev.
109180,J.Phys.
9411009,Int.
9907224,Phys.Rev.
9711159,J.Phys.
9712028,JHEP
9705074,JHEP
109150,JHEP
111266,Phys.Rev.
9605225,Int.J.Mod.Phys.
107214,Phys.Rev.Lett.
9811155,Phys.Lett.
9502148,Phys.
204195,Phys.Lett.
104068,Phys.Rev.
9905105,J.Phys.
9212099,Phys.Lett.
9511111,Commun.Math.Phys.
103147,Phys.Lett.
9237,Nucl.Phys.
9808119,Adv.Theor.Math.Phys.
208108,Class.Quant.Grav.
9701116,Phys.Rev.
9807140,Nucl.Phys.
9803078,Phys.Rev.
9017,Phys.Rev.
9404069,Mod.Phys.Lett.
9601091,Nucl.Phys.Proc.Suppl.
9604069,Phys.Rev.
9906163,Phys.Lett.
9705216,J.Phys.
9404144,Nuovo
9207088,Lett.Math.Phys.
109204,Phys.Lett.
1068,JHEP
9811126,JHEP
9412006,J.Geom.Phys.
107110,JHEP
201168,Phys.Rev.Lett.
9907022,JHEP
6069,Phys.Rev.
9410035,Nucl.
9310165,Phys.Lett.
9407021,Mod.Phys.Lett.
9612015,Nucl.Phys.
9404171,Nucl.Phys.
9804177,Phys.Rev.Lett.
9806128,Phys.Lett.
205123,Nucl.Phys.
9505178,Mod.Phys.Lett.
9411141,J.Phys.
9708154,Phys.Rev.
101228,Phys.Rev.
9506079,Phys.
9404099,Phys.Rev.
201249,Phys.Lett.
201009,Phys.Rev.
9801155,Class.Quant.Grav.
9602087,Nucl.Phys.
9603020,Phys.Rev.
9803162,Nucl.Phys.
9908026,JHEP
202091,JHEP
301086,Phys.Lett.
9703024,JHEP
109164,JHEP
9410177,Mod.
9506198,Mod.Phys.Lett.
9601108,Nucl.Phys.
9403136,Commun.Math.Phys.
110047,J.Phys.
9503186,Phys.
111125,Phys.Lett.
9805059,J.Math.Phys.
9710023,Phys.Lett.
9906050,Nuovo
112029,JHEP
204031,JHEP
9302070,Phys.Rev.
106025,Mod.Phys.Lett.
9205077,Int.
9501031,Phys.Rev.
9803088,Nucl.Phys.
9911140,Phys.Rev.
206081,Phys.Lett.
8188,Phys.Rev.
9410041,Phys.Rev.
9903147,J.Math.Phys.
9701072,Phys.Rev.
9411147,Mod.Phys.Lett.
9301131,Phys.
3144,Nucl.Phys.
9507127,Int.J.Mod.Phys.
107060,Phys.Rev.
9707005,Nucl.Phys.
9812174,Nucl.Phys.
9709224,Phys.Rev.
9801102,Fortsch.Phys.
9506155,Nucl.Phys.
9811156,JHEP
110212,Annals
7078,JHEP
106095,Phys.Lett.
9312062,Phys.Lett.
9407048,Phys.Rev.
9510069,Phys.Lett.
206175,JHEP
9508030,Int.J.Mod.Phys.
9504154,Phys.Rev.
111243,Theor.Math.Phys.
110051,Phys.Rev.
9812034,Phys.Lett.
9604201,Phys.Lett.
9403116,Phys.Rev.
9901118,Nucl.Phys.
211007,JHEP
9204071,Nucl.Phys.
9708040,Nucl.Phys.
9701134,Phys.Rev.
12269,Nucl.Phys.
9307155,Int.
4122,Phys.Lett.
112156,J.Phys.
10052,Nucl.Phys.
9702144,J.Math.Phys.
9403112,Commun.Math.Phys.
9403198,Phys.Rev.
9609206,Annals
9508179,Phys.Rev.
9606051,Phys.Rev.
110299,JHEP
4044,Prog.Theor.Phys.
9912106,JHEP
9911195,Phys.Lett.
9406090,Nucl.Phys.
9706156,Phys.Lett.
207267,Phys.Rev.Lett.
9502129,Phys.
11112,Int.J.Mod.Phys.
9702174,Phys.Rev.
101180,J.Phys.
9902141,Phys.Lett.
9606099,Phys.Lett.
9706173,Phys.Lett.
9602054,Phys.Lett.
9202077,Phys.Rev.
9507060,Nucl.Phys.
9811154,Phys.Rev.
104231,Nucl.Phys.Proc.Suppl.
1207,Phys.Lett.
9511180,Phys.Lett.
108121,Phys.Lett.
101189,Mod.Phys.Lett.
9909180,Nucl.Phys.
9707159,Nucl.Phys.
9707094,Nucl.Phys.
1037,JHEP
9803173,Nucl.Phys.
105029,Phys.Rev.
201135,JHEP
9505022,Phys.Lett.
9903072,Nucl.Phys.
9606004,Nucl.Phys.
111078,Phys.Lett.
206062,JHEP
9305156,J.Math.Phys.
9905178,Class.Quant.Grav.
202194,Phys.Rev.
9410052,J.Geom.Phys.
9905056,Phys.Rev.
103031,Phys.Lett.
9906221,Phys.Rev.Lett.
10008,Phys.Rev.
204025,Phys.Lett.
9407085,Z.Phys.
9609097,Int.J.Mod.Phys.
6049,Nucl.Phys.
9609145,Nucl.Phys.
206077,Phys.Rev.
107071,Nucl.Phys.
9411042,Annals
9912291,Phys.Rev.
9808040,Int.
9206036,Phys.Rev.
7121,Mod.Phys.Lett.
9712159,Nucl.Phys.
9203025,Nucl.Phys.
9709159,Nucl.Phys.Proc.Suppl.
9810073,Int.J.Mod.Phys.
9709047,Phys.Lett.
9809181,Nucl.Phys.
9506007,J.Phys.
9204066,Mod.Phys.Lett.
9511147,Phys.Rev.
9409188,J.Geom.Phys.
9303156,Nucl.Phys.
4077,Nucl.Phys.
9510157,Nucl.Phys.
9301011,Nucl.Phys.
110072,JHEP
9710228,JHEP
9605117,Class.Quant.Grav.
9808110,Phys.Rev.
9804009,Nucl.Phys.
11067,Annals
207213,JHEP
9502077,Nucl.Phys.
103149,Nucl.Phys.Proc.Suppl.
102051,Phys.Lett.
9709120,Acta
9306097,Phys.Rev.
9905088,Annals
9203035,Phys.Lett.
9403079,Mod.Phys.Lett.
4083,Phys.Rev.
9510143,Lett.Math.Phys.
9704040,Nucl.Phys.
9807041,Nucl.Phys.
9305147,Phys.Rev.
9802147,Nucl.Phys.
9311011,Phys.Lett.
9709048,Phys.Lett.
9808150,J.Phys.
9402037,J.Math.Phys.
9808009,J.Math.Phys.
104048,Nucl.Phys.
9803006,J.Math.Phys.
9909101,JHEP
112147,JHEP
9703210,Nucl.Phys.
9607057,Nucl.Phys.
9809186,Mod.Phys.Lett.
9403109,Commun.Math.Phys.
12050,Phys.Rev.
9203059,Phys.Rev.
9509170,Nucl.Phys.
9805130,Nucl.Phys.
9705199,Nucl.Phys.
9912060,Phys.Lett.
9207082,Phys.Rev.
3264,Phys.Lett.
1140,Phys.Rev.
9702188,Nucl.Phys.
101143,JHEP
9604158,Nucl.Phys.
107027,Phys.Rev.
9703017,Nucl.Phys.Proc.Suppl.
12194,JHEP
1019,Phys.Rev.
9210042,J.Math.Phys.
9507023,Nucl.
9501085,J.Math.Phys.
9809197,Int.J.Mod.Phys.
206052,Class.Quant.Grav.
9704167,Commun.Math.Phys.
9702203,Phys.Lett.
9912103,JHEP
209217,Phys.Rev.
110218,Nucl.Phys.
1109,Nucl.Phys.
9210077,J.Math.Phys.
9508163,Phys.Lett.
9611149,Nucl.Phys.
9809149,Mod.Phys.Lett.
9609212,Nucl.Phys.
9303112,Nucl.Phys.
9610111,Nucl.Phys.
102073,Phys.Lett.
9602031,Phys.Lett.
9507001,Prog.Theor.Phys.
2110,Phys.Lett.
104165,Phys.
9811039,Lett.Math.Phys.
9501090,Phys.Rev.
9306130,Mod.Phys.Lett.
9807208,Nucl.Phys.
1152,Class.Quant.Grav.
9308038,Phys.Lett.
9701004,Phys.Rev.
9507131,Nucl.Phys.
109082,JHEP
101047,Phys.Rev.
9811038,Phys.Lett.
209141,Phys.Rev.
207197,Nucl.Phys.
